iter	Passed	Remaining
301	2284	6028
302	2291	6019
303	2298	6009
304	2305	6000
305	2311	5991
306	2319	5983
307	2326	5974
308	2333	5965
309	2340	5956
310	2348	5949
311	2354	5939
312	2361	5930
313	2369	5923
314	2376	5913
315	2382	5903
316	2389	5894
317	2396	5885
318	2403	5876
319	2410	5867
320	2416	5857
321	2423	5848
322	2430	5838
323	2437	5829
324	2444	5820
325	2450	5811
326	2457	5801
327	2463	5791
328	2470	5781
329	2478	5775
330	2486	5769
331	2494	5763
332	2501	5754
333	2510	5749
334	2519	5745
335	2527	5739
336	2535	5732
337	2543	5727
338	2551	5720
339	2578	5756
340	2586	5749
341	2592	5739
342	2599	5729
343	2606	5719
344	2613	5711
345	2619	5700
346	2627	5693
347	2633	5683
348	2640	5674
349	2646	5664
350	2653	5655
351	2660	5646
352	2669	5640
353	2675	5631
354	2682	5621
355	2688	5611
356	2696	5603
357	2702	5594
358	2709	5585
359	2716	5576
360	2728	5576
361	2735	5570
362	2743	5563
363	2751	5556
364	2761	5553
365	2768	5543
366	2775	5535
367	2781	5526
368	2788	5516
369	2795	5507
370	2801	5497
371	2808	5488
372	2814	5478
373	2821	5470
374	2828	5461
375	2835	5451
376	2841	5442
377	2848	5433
378	2855	5424
379	2861	5414
380	2868	5405
381	2874	5395
382	2881	5386
383	2887	5376
384	2894	5367
385	2900	5357
386	2907	5349
387	2913	5339
388	2920	5331
389	2927	5322
390	2934	5313
391	2941	5304
392	2947	5295
393	2954	5286
394	2959	5275
395	2966	5266
396	2973	5257
397	2981	5251
398	2988	5242
399	2995	5233
400	3001	5225
401	3008	5215
402	3014	5206
403	3021	5198
404	3028	5189
405	3034	5180
406	3041	5171
407	3047	5162
408	3054	5152
409	3062	5146
410	3069	5137
411	3075	5128
412	3082	5119
413	3088	5110
414	3095	5101
415	3101	5092
416	3108	5084
417	3115	5076
418	3122	5067
419	3129	5058
420	3135	5049
421	3142	5040
422	3150	5035
423	3158	5028
424	3165	5020
425	3172	5011
426	3178	5002
427	3185	4994
428	3192	4985
429	3198	4976
430	3205	4967
431	3211	4958
432	3219	4952
433	3226	4943
434	3232	4934
435	3239	4926
436	3245	4917
437	3252	4908
438	3259	4900
439	3266	4891
440	3272	4883
441	3279	4874
442	3287	4867
443	3294	4860
444	3301	4851
445	3307	4843
446	3314	4835
447	3321	4826
448	3328	4818
449	3334	4809
450	3341	4800
451	3347	4792
452	3354	4783
453	3360	4774
454	3367	4766
455	3374	4757
456	3380	4749
457	3387	4741
458	3394	4732
459	3400	4723
460	3407	4715
461	3413	4707
462	3420	4698
463	3427	4690
464	3433	4681
465	3440	4673
466	3446	4664
467	3453	4656
468	3459	4647
469	3466	4639
470	3472	4630
471	3479	4622
472	3486	4613
473	3492	4605
474	3499	4596
475	3505	4588
476	3512	4580
477	3519	4571
478	3525	4563
479	3532	4555
480	3538	4546
481	3545	4538
482	3552	4530
483	3559	4522
484	3565	4514
485	3572	4506
486	3579	4497
487	3585	4489
488	3592	4481
489	3598	4472
490	3605	4464
491	3612	4456
492	3619	4448
493	3625	4440
494	3632	4432
495	3639	4424
496	3645	4415
497	3653	4408
498	3660	4401
499	3667	4393
500	3674	4385
501	3680	4377
502	3687	4368
503	3693	4360
504	3700	4352
505	3707	4344
506	3713	4336
507	3720	4328
508	3727	4320
509	3734	4312
510	3740	4304
511	3747	4296
512	3754	4288
513	3760	4280
514	3767	4272
515	3774	4264
516	3781	4256
517	3787	4248
518	3794	4240
519	3801	4232
520	3807	4224
521	3814	4216
522	3821	4208
523	3828	4200
524	3836	4194
525	3842	4186
526	3849	4177
527	3855	4169
528	3862	4161
529	3869	4153
530	3875	4146
531	3882	4138
532	3889	4130
533	3896	4122
534	3902	4114
535	3909	4106
536	3916	4098
537	3922	4090
538	3929	4082
539	3936	4074
540	3943	4067
541	3950	4059
542	3956	4051
543	3963	4043
544	3970	4035
545	3976	4027
546	3983	4019
547	3990	4012
548	3996	4004
549	4005	3997
550	4012	3990
551	4018	3982
552	4025	3974
553	4032	3966
554	4038	3958
555	4045	3950
556	4052	3943
557	4058	3935
558	4065	3927
559	4072	3919
560	4078	3911
561	4085	3903
562	4091	3895
563	4098	3887
564	4105	3879
565	4111	3872
566	4118	3864
567	4125	3857
568	4132	3849
569	4139	3841
570	4147	3835
571	4156	3829
572	4163	3821
573	4170	3814
574	4176	3806
575	4183	3798
576	4190	3790
577	4197	3783
578	4203	3775
579	4210	3767
580	4217	3759
581	4224	3752
582	4230	3744
583	4237	3736
584	4243	3728
585	4250	3720
586	4257	3713
587	4263	3705
588	4270	3697
589	4276	3689
590	4283	3681
591	4289	3673
592	4296	3666
593	4303	3658
594	4309	3650
595	4316	3642
596	4323	3635
597	4329	3627
598	4336	3619
599	4343	3612
600	4349	3604
601	4356	3596
602	4363	3588
603	4369	3581
604	4376	3573
605	4382	3565
606	4389	3557
607	4397	3551
608	4404	3543
609	4411	3536
610	4417	3528
611	4424	3520
612	4430	3512
613	4437	3505
614	4444	3497
615	4450	3489
616	4457	3482
617	4463	3474
618	4470	3466
619	4477	3459
620	4483	3451
621	4490	3443
622	4497	3436
623	4503	3428
624	4510	3420
625	4517	3413
626	4523	3405
627	4530	3397
628	4537	3390
629	4543	3382
630	4550	3374
631	4556	3367
632	4563	3359
633	4569	3351
634	4576	3344
635	4583	3336
636	4589	3328
637	4596	3321
638	4603	3313
639	4609	3306
640	4616	3298
641	4622	3290
642	4629	3282
643	4635	3275
644	4643	3268
645	4650	3261
646	4657	3253
647	4664	3246
648	4671	3238
649	4678	3231
650	4684	3223
651	4691	3216
652	4698	3208
653	4704	3201
654	4711	3193
655	4718	3186
656	4725	3178
657	4732	3171
658	4739	3164
659	4747	3157
660	4754	3150
661	4761	3143
662	4769	3136
663	4776	3129
664	4783	3122
665	4791	3115
666	4798	3107
667	4805	3100
668	4813	3093
669	4820	3086
670	4827	3079
671	4836	3073
672	4843	3066
673	4851	3058
674	4858	3052
675	4865	3044
676	4873	3037
677	4880	3030
678	4888	3023
679	4895	3016
680	4903	3009
681	4910	3002
682	4917	2995
683	4926	2988
684	4933	2981
685	4940	2974
686	4948	2967
687	4955	2960
688	4962	2952
689	4969	2945
690	4977	2938
691	4984	2931
692	4993	2925
693	5002	2919
694	5010	2912
695	5022	2907
696	5031	2901
697	5038	2894
698	5046	2887
699	5054	2880
700	5061	2873
701	5068	2866
702	5075	2859
703	5083	2852
704	5090	2844
705	5099	2838
706	5107	2831
707	5116	2825
708	5124	2819
709	5133	2812
710	5142	2806
711	5151	2800
712	5160	2793
713	5168	2787
714	5178	2780
715	5186	2774
716	5194	2767
717	5203	2761
718	5212	2754
719	5220	2748
720	5228	2741
721	5236	2734
722	5245	2727
723	5254	2721
724	5262	2714
725	5270	2707
726	5278	2701
727	5286	2694
728	5295	2687
729	5303	2680
730	5311	2673
731	5320	2667
732	5328	2660
733	5336	2653
734	5345	2647
735	5356	2641
736	5365	2635
737	5376	2630
738	5395	2628
739	5410	2624
740	5419	2618
741	5427	2611
742	5438	2606
743	5453	2601
744	5461	2595
745	5469	2588
746	5480	2582
747	5488	2575
748	5499	2569
749	5509	2563
750	5518	2557
751	5526	2550
752	5539	2545
753	5551	2540
754	5563	2534
755	5572	2528
756	5581	2521
757	5592	2515
758	5609	2512
759	5623	2508
760	5637	2503
761	5646	2497
762	5657	2491
763	5668	2485
764	5679	2479
765	5687	2472
766	5697	2466
767	5708	2460
768	5718	2453
769	5728	2447
770	5737	2440
771	5746	2434
772	5756	2427
773	5766	2421
774	5776	2414
775	5784	2407
776	5793	2401
777	5803	2394
778	5813	2388
779	5822	2381
780	5833	2375
781	5843	2368
782	5854	2362
783	5863	2355
784	5872	2348
785	5881	2342
786	5890	2335
787	5899	2328
788	5909	2321
789	5918	2315
790	5927	2308
791	5936	2301
792	5946	2294
793	5956	2288
794	5965	2281
795	5974	2274
796	5984	2267
797	5993	2260
798	6003	2254
799	6013	2247
800	6023	2240
801	6031	2233
802	6040	2226
803	6049	2219
804	6059	2212
805	6067	2205
806	6077	2199
807	6087	2192
808	6097	2185
809	6114	2181
810	6126	2175
811	6139	2169
812	6150	2163
813	6160	2156
814	6167	2149
815	6182	2144
816	6191	2137
817	6200	2129
818	6208	2122
819	6216	2115
820	6224	2107
821	6233	2100
822	6241	2093
823	6250	2085
824	6258	2078
825	6266	2071
826	6275	2063
827	6283	2056
828	6292	2049
829	6300	2041
830	6308	2034
831	6315	2026
832	6324	2019
833	6331	2011
834	6340	2004
835	6348	1997
836	6356	1989
837	6364	1982
838	6372	1974
839	6380	1967
840	6390	1960
841	6399	1953
842	6407	1945
843	6415	1938
844	6424	1931
845	6432	1923
846	6441	1916
847	6449	1909
848	6459	1901
849	6467	1894
850	6475	1887
851	6484	1879
852	6492	1872
853	6500	1864
854	6509	1857
855	6517	1850
856	6525	1842
857	6535	1835
858	6543	1828
859	6553	1821
860	6562	1813
861	6570	1806
862	6578	1799
863	6588	1792
864	6598	1784
865	6607	1777
866	6615	1770
867	6624	1763
868	6632	1755
869	6642	1748
870	6651	1741
871	6660	1733
872	6668	1726
873	6677	1718
874	6689	1712
875	6699	1705
876	6708	1698
877	6715	1690
878	6722	1682
879	6729	1674
880	6736	1666
881	6743	1659
882	6749	1651
883	6756	1643
884	6762	1635
885	6768	1627
886	6774	1619
887	6781	1611
888	6788	1603
889	6794	1595
890	6801	1587
891	6808	1579
892	6814	1572
893	6821	1564
894	6828	1556
895	6834	1548
896	6841	1540
897	6848	1532
898	6854	1524
899	6861	1517
900	6867	1509
901	6874	1501
902	6880	1493
903	6887	1485
904	6893	1477
905	6900	1470
906	6907	1462
907	6913	1454
908	6920	1446
909	6927	1438
910	6933	1430
911	6940	1423
912	6946	1415
913	6953	1407
914	6960	1399
915	6966	1391
916	6973	1384
917	6979	1376
918	6986	1368
919	6993	1360
920	6999	1352
921	7006	1345
922	7013	1337
923	7019	1329
924	7026	1321
925	7033	1313
926	7039	1306
927	7046	1298
928	7053	1290
929	7059	1282
930	7066	1275
931	7074	1267
932	7081	1259
933	7087	1252
934	7094	1244
935	7101	1236
936	7107	1228
937	7114	1221
938	7121	1213
939	7127	1205
940	7134	1197
941	7141	1190
942	7149	1182
943	7157	1175
944	7164	1167
945	7171	1159
946	7177	1152
947	7184	1144
948	7190	1136
949	7197	1128
950	7203	1121
951	7210	1113
952	7217	1105
953	7223	1097
954	7230	1090
955	7236	1082
956	7243	1074
957	7250	1067
958	7256	1059
959	7263	1051
960	7269	1043
961	7276	1036
962	7282	1028
963	7289	1020
964	7295	1013
965	7302	1005
966	7309	997
967	7315	990
968	7321	982
969	7328	974
970	7335	966
971	7341	959
972	7348	951
973	7355	943
974	7362	936
975	7368	928
976	7375	921
977	7382	913
978	7388	905
979	7395	898
980	7402	890
981	7409	882
982	7415	875
983	7422	867
984	7429	859
985	7436	852
986	7443	844
987	7449	836
988	7456	829
989	7463	821
990	7469	814
991	7476	806
992	7483	798
993	7490	791
994	7497	783
995	7503	776
996	7510	768
997	7517	760
998	7524	753
999	7530	745
1000	7537	737
1001	7544	730
1002	7551	722
1003	7558	715
1004	7564	707
1005	7571	699
1006	7578	692
1007	7585	684
1008	7592	677
1009	7598	669
1010	7607	662
1011	7613	654
1012	7620	646
1013	7626	639
1014	7633	631
1015	7640	624
1016	7647	616
1017	7654	609
1018	7660	601
1019	7667	593
1020	7673	586
1021	7680	578
1022	7687	571
1023	7694	563
1024	7701	555
1025	7708	548
1026	7714	540
1027	7721	533
1028	7728	525
1029	7734	518
1030	7741	510
1031	7748	503
1032	7754	495
1033	7761	487
1034	7767	480
1035	7774	472
1036	7782	465
1037	7789	457
1038	7795	450
1039	7802	442
1040	7809	435
1041	7815	427
1042	7822	419
1043	7828	412
1044	7835	404
1045	7842	397
1046	7848	389
1047	7855	382
1048	7863	374
1049	7870	367
1050	7877	359
1051	7883	352
1052	7890	344
1053	7897	337
1054	7903	329
1055	7910	322
1056	7916	314
1057	7923	307
1058	7930	299
1059	7936	292
1060	7943	284
1061	7950	276
1062	7956	269
1063	7963	261
1064	7969	254
1065	7976	246
1066	7983	239
1067	7990	231
1068	7996	224
1069	8003	216
1070	8009	209
1071	8018	201
1072	8024	194
1073	8031	186
1074	8038	179
1075	8045	171
1076	8051	164
1077	8058	156
1078	8065	149
1079	8071	142
1080	8078	134
1081	8085	127
1082	8091	119
1083	8098	112
1084	8104	104
1085	8111	97
1086	8118	89
1087	8124	82
1088	8132	74
1089	8140	67
1090	8148	59
1091	8156	52
1092	8162	44
1093	8169	37
1094	8176	29
1095	8183	22
1096	8189	14
1097	8196	7
1098	8203	0
